,INTERCOLUMNAR_DISTANCE,UPPER_MARGIN,LOWER_MARGIN,EXPLOITATION,MODULAR_RATIO,INTERLINEAR_SPACING,WEIGHT,PEAK_NUMBER,CLASS
553,0.377169,-0.079257,0.153829,-1.102952,0.314889,-0.270579,1.221403,-0.310094,A
555,0.167323,-0.322644,0.306755,-0.543548,-0.557133,-0.232828,0.377163,-0.029461,F
556,-0.252367,-0.110662,0.452567,0.888321,-0.349509,0.408929,0.813932,0.032902,D
557,-0.252367,-0.149918,0.313868,-0.243616,0.564038,0.182426,0.138489,-0.497183,A
558,0.241386,-0.110662,0.324537,-0.772226,0.107265,0.55993,-0.673482,0.032902,F
560,0.290762,0.156278,0.136047,1.401386,-0.474083,-0.119577,0.413004,-0.341275,A
562,0.105604,0.203385,-0.023991,0.995678,1.020811,0.333428,0.541961,-0.123005,A
566,0.09326,0.344707,0.14316,-0.026574,0.06574,0.52218,-0.971956,-0.621908,G
567,-0.042522,0.10132,0.288973,0.722153,0.273364,0.333428,0.894797,0.032902,A
570,0.043885,-0.157769,0.328093,0.552225,0.605563,-0.34608,-0.151305,-0.185368,A
573,0.142636,-0.000745,0.153829,0.955845,0.439463,0.484429,0.906388,0.157628,F
574,-0.264711,-0.126364,0.235627,0.176773,0.937762,0.257927,0.13148,-0.996086,A
577,-0.153617,-0.03215,0.271191,0.057241,0.190314,0.748682,-0.19961,0.064084,A
580,0.167323,-0.322644,0.306755,-0.543548,-0.307984,0.106925,-0.142646,-0.216549,F
581,-0.314087,-0.157769,0.043581,1.051505,-0.141884,0.220177,-0.001437,-0.466001,E
582,-0.141273,-0.244132,0.249852,0.593729,-0.847807,0.371178,1.300113,0.282354,F
593,0.229043,-0.181323,0.23207,-0.893459,0.024215,-0.119577,-0.844474,-0.310094,F
594,0.105604,0.556689,-0.031104,0.619301,0.107265,0.220177,0.540971,0.032902,A
595,0.167323,0.226939,0.239183,-0.094813,-0.391033,0.106925,0.41912,-0.559546,A
598,0.130292,0.533135,-0.045329,-0.942602,-0.391033,0.55993,-0.45269,0.251173,G
599,0.4142,-0.173471,0.392108,-0.130887,-0.266459,0.371178,0.045878,-0.154186,F
602,0.043885,0.69801,0.022242,0.912997,0.024215,0.069175,0.723728,-0.247731,F
603,-0.054866,0.226939,0.32098,-0.905841,-0.391033,0.635431,-1.196203,0.40708,H
605,0.229043,-0.369751,0.484575,0.250174,-0.141884,0.106925,0.601159,0.251173,A
607,-0.030178,0.391814,0.217845,-0.07333,0.730137,0.484429,0.430846,0.438262,G
610,0.09326,-0.385453,0.352988,0.546705,0.439463,0.371178,0.523186,-0.185368,A
611,0.130292,-0.157769,0.577041,-0.670986,-1.512204,0.673182,0.353554,0.375899,C
612,-0.104241,-0.456114,0.484575,0.143802,-0.266459,-0.081827,0.123209,0.251173,F
614,-0.252367,0.069915,0.246296,0.52355,-1.055431,-0.081827,1.582802,1.061891,E
615,0.043885,0.572391,0.00446,-0.3331,-0.723232,0.106925,-0.446536,0.18881,G
616,0.31545,-0.236281,0.37077,0.812174,-0.183409,0.371178,0.34239,-0.029461,A
617,-0.017834,0.132725,0.125378,1.357345,0.273364,0.333428,0.177301,-0.902542,A
621,0.068573,-0.016448,0.274747,-0.03633,0.522513,-0.195078,-0.810478,0.001721,H
622,0.216699,-0.424709,0.306755,-0.043283,1.477585,0.069175,-0.813759,-0.060642,A
624,0.266074,-0.16562,0.32098,0.483299,0.813187,0.446679,0.613118,-0.247731,A
625,-0.252367,-0.401156,0.466793,0.631147,-0.10036,0.257927,-0.450652,0.843621,E
626,0.216699,0.2976,0.249852,-0.041313,0.480988,0.069175,0.509751,0.032902,A
627,0.241386,0.23479,0.121822,1.037988,1.020811,0.408929,-0.495909,-0.497183,A
629,0.229043,0.014957,0.395665,-1.399572,-1.553729,0.182426,-0.881072,0.781258,H
630,0.105604,-0.377602,0.260522,0.107578,-0.557133,0.144676,0.004775,-0.466001,F
631,0.31545,-0.236281,0.37077,0.812174,-0.307984,0.182426,1.109357,0.62535,A
632,0.09326,0.10132,0.313868,0.756586,-0.349509,0.257927,1.213113,0.095265,A
633,0.266074,-0.134216,0.214288,-0.229323,-0.307984,0.484429,-0.029318,0.095265,F
634,-0.301743,-0.055704,0.210732,-0.147477,0.605563,0.295677,-0.742426,0.62535,E
637,0.068573,-0.197025,0.032912,0.615571,-0.01731,0.182426,0.744891,0.282354,A
640,-0.042522,0.2976,0.079145,1.500568,2.100457,0.673182,0.047683,-0.559546,F
641,-0.314087,0.164129,0.200063,0.132493,-0.058835,0.220177,0.397588,0.843621,E
642,-0.030178,0.093469,0.235627,1.206186,1.020811,0.635431,0.33975,0.531806,A
643,0.327793,0.50173,0.050694,-1.018301,-0.764757,0.333428,0.754385,0.812439,G
644,0.241386,-0.157769,0.338762,-1.203923,-0.058835,0.069175,1.631767,0.594169,A
645,0.303106,-0.03215,0.367214,-0.350585,-0.474083,0.257927,0.5307,0.126447,A
647,0.192011,-0.03215,0.249852,-0.418765,-0.266459,0.295677,0.305656,0.126447,F
648,0.031541,-0.09496,-0.031104,0.803253,0.397939,0.144676,-0.543302,-1.089631,A
653,-0.06721,0.462474,0.10404,0.463129,0.14879,0.408929,-0.455331,-0.154186,F
654,0.105604,-0.09496,0.324537,0.557118,0.439463,0.371178,0.374503,0.095265,A
655,-0.104241,-0.079257,0.011573,0.220903,1.477585,0.106925,-0.594578,0.251173,A
657,0.105604,-0.251983,0.466793,0.287084,-0.266459,-0.38383,0.14276,0.251173,A
658,-0.091897,0.258344,0.445454,1.643582,1.062336,0.484429,0.909456,0.313536,W
660,0.056229,-0.063555,0.310311,-1.048885,-0.432558,-0.081827,0.038209,-0.590727,F
662,0.117948,-0.29909,0.473906,-0.204438,0.06574,0.408929,-0.617566,0.282354,A
665,0.043885,-0.157769,0.328093,0.552225,0.937762,0.371178,0.591295,-0.154186,A
666,-0.042522,-0.322644,0.310311,0.287293,0.273364,-0.006326,0.062381,-0.216549,F
668,-0.141273,-0.024299,0.562816,-1.881367,-0.141884,-0.119577,-0.101698,-0.43482,C
669,-0.054866,0.179832,0.239183,-1.170087,-0.972381,0.295677,1.591228,0.375899,E
670,0.031541,0.195534,0.246296,0.627208,0.024215,0.069175,0.465251,0.999528,H
672,0.204355,-0.448263,0.349432,0.689659,-0.723232,0.52218,0.863791,0.095265,A
673,0.006853,0.077766,0.342319,-0.12859,-0.01731,0.069175,-0.613411,-0.216549,F
678,-0.252367,-0.110662,0.452567,0.888321,-0.10036,0.257927,0.730271,-0.216549,D
680,-0.22768,-0.251983,0.449011,-1.268911,0.605563,0.710932,1.703934,0.874802,E
681,0.130292,-0.212727,0.324537,0.386474,-0.806282,-0.044076,0.635213,0.032902,F
684,-0.079554,0.187683,-0.070224,0.211236,-0.141884,0.295677,-0.008699,-0.528364,A
686,-0.128929,0.022808,0.19295,0.837775,2.017408,0.333428,-0.849891,-0.310094,A
687,0.192011,0.226939,0.118265,-0.472443,0.14879,0.144676,-0.460923,-0.310094,F
688,-0.079554,0.313302,0.139604,0.295528,0.190314,0.55993,0.521866,0.001721,A
689,-0.128929,-0.511072,0.342319,0.170775,1.519109,0.031425,-0.529148,-0.466001,F
695,0.500607,-0.220579,-0.03466,0.497323,-0.01731,0.408929,0.238615,-0.123005,A
698,0.105604,0.721563,0.086258,0.505409,0.771662,0.748682,0.144838,0.438262,F
699,0.056229,0.533135,0.185837,0.882801,0.273364,0.295677,0.740853,0.18881,A
701,-0.363462,-0.189174,0.641057,0.681245,0.231839,0.295677,0.830319,0.095265,C
702,0.15498,-0.448263,0.356544,-0.003837,-0.432558,0.484429,0.270281,0.032902,F
704,0.241386,0.23479,0.310311,-1.710992,-1.013906,-0.157328,-0.346411,0.40708,H
705,-0.22768,0.446772,0.534365,0.177429,0.024215,0.182426,0.066439,0.687713,E
706,0.080916,0.313302,0.079145,0.588985,0.356414,0.899684,-0.285155,0.313536,F
707,-0.240024,0.117022,0.235627,0.902912,0.273364,0.446679,0.722738,0.781258,E
714,0.142636,-0.000745,0.153829,0.955845,-0.557133,0.106925,1.356865,0.40708,F
715,0.105604,0.556689,-0.031104,0.619301,-0.474083,0.220177,0.830998,0.251173,A
716,-0.030178,0.022808,0.157386,-0.771451,0.480988,-0.044076,-1.049054,-0.091823,H
717,0.056229,-0.291239,0.239183,0.767954,0.397939,0.786433,0.57021,0.001721,A
718,0.043885,0.195534,0.260522,-0.393821,-0.266459,0.52218,0.874353,0.282354,G
719,-0.16596,-0.267686,0.256965,0.051662,0.979286,0.220177,-0.396813,-0.341275,A
720,0.401857,-0.267686,0.299642,-0.808002,-1.096956,-0.195078,0.054693,0.313536,F
721,-0.116585,-0.016448,0.288973,0.483747,-0.723232,0.031425,0.90534,0.282354,F
723,0.130292,-0.275537,0.274747,-0.574878,-0.058835,0.446679,-0.93227,-0.902542,A
725,0.117948,0.627349,0.075589,0.831628,0.896237,0.144676,0.23213,0.157628,A
726,-0.116585,-0.212727,-0.027547,-0.927921,0.231839,0.408929,-0.163886,0.687713,E
727,-0.06721,0.336855,0.221401,-0.311258,-0.681707,0.484429,0.929046,0.219991,G
730,-0.22768,-0.110662,0.196506,1.060099,-0.224934,0.710932,0.763549,1.155435,X
732,-0.215336,0.10132,0.235627,-0.280585,-1.553729,0.106925,1.038161,-0.216549,E
733,-0.22768,-0.251983,0.449011,-1.268911,-0.681707,0.635431,0.46063,-0.87136,E
734,-0.128929,0.069915,0.313868,0.510511,1.35301,0.408929,-1.150888,-0.840179,H
736,0.241386,0.109171,-0.127126,0.380626,0.397939,0.408929,0.026423,0.251173,A
739,0.019197,-0.087108,0.292529,0.240776,1.311485,0.446679,-0.522877,-0.060642,A
740,0.068573,0.2976,0.022242,-0.22252,-0.01731,0.257927,-0.952094,-0.590727,G
741,0.117948,0.124874,0.128935,0.3837,0.314889,0.144676,-0.045084,-0.559546,A
743,0.130292,-0.157769,0.577041,-0.670986,-0.806282,-0.006326,0.050304,0.375899,C
744,0.031541,0.195534,0.246296,0.627208,-0.058835,-0.157328,0.610866,0.687713,H
748,0.192011,-0.03215,0.452567,-0.877078,-0.266459,0.031425,-1.287592,-0.621908,A
749,-0.116585,0.069915,0.068476,-0.783147,0.937762,-0.270579,0.055974,-0.091823,A
752,0.352481,0.211237,0.306755,-0.946242,0.854712,0.144676,-0.51581,0.126447,A
753,-0.289399,-0.424709,0.107596,0.666147,0.854712,0.106925,0.154701,0.562987,E
757,0.15498,-0.275537,0.417003,0.813815,-0.01731,-0.044076,-0.459855,-0.559546,A
763,-0.030178,0.014957,0.264078,0.374062,-0.183409,0.446679,0.812495,0.344717,A
764,-0.141273,0.729415,0.079145,0.151709,-0.224934,-0.119577,0.829852,0.282354,F
767,0.080916,-0.244132,0.214288,-0.37914,1.228436,-0.044076,-1.470349,-0.808997,F
774,0.216699,0.321153,0.128935,0.491087,0.647088,0.408929,0.350137,-0.123005,A
775,-0.153617,-0.840822,0.139604,-0.971903,0.107265,0.710932,-1.117591,1.217798,X
777,0.179667,-0.173471,0.121822,-1.139205,0.605563,0.069175,-1.048879,-0.154186,A
778,0.179667,-0.047852,0.274747,-0.605223,1.103861,0.55993,-1.722322,-0.715453,F
780,0.006853,0.407516,0.274747,-0.083803,-0.058835,-0.006326,0.121928,0.843621,H
782,-0.116585,-0.212727,-0.027547,-0.927921,0.896237,0.333428,-0.687636,0.500624,E
784,0.278418,-0.3619,0.502357,-1.588745,-0.806282,0.333428,-0.975955,-0.060642,F
787,-0.042522,0.2976,0.079145,1.500568,0.231839,0.144676,0.911028,0.344717,F
788,0.377169,0.164129,0.139604,-0.241825,-0.266459,0.257927,-0.122939,-0.247731,A
789,0.043885,0.407516,0.047137,0.460921,-0.557133,0.106925,0.659637,-0.310094,F
790,-0.017834,-0.354049,0.42056,-0.176032,-0.432558,0.333428,-0.176564,-0.310094,F
795,0.15498,-0.471816,0.50947,1.205082,0.273364,0.295677,0.854549,-0.185368,A
796,-0.104241,0.23479,0.214288,0.314028,0.314889,0.031425,1.119181,0.656532,H
797,0.25373,0.219088,0.14316,0.720541,0.024215,0.106925,0.69575,0.375899,A
800,-0.017834,-0.330495,0.488131,-0.183313,-0.847807,0.144676,0.580695,0.064084,F
801,-0.091897,-0.118513,0.189393,1.280303,0.937762,-0.157328,1.404121,0.438262,A
802,-0.079554,0.250492,0.388552,-0.002584,-1.30458,0.220177,0.419294,0.219991,E
803,-0.00549,-0.322644,0.100483,-0.519439,-0.640182,0.333428,0.557823,0.937165,A
804,-0.06721,0.462474,0.10404,0.463129,0.231839,0.975185,0.542563,0.40708,F
805,-0.06721,0.336855,0.221401,-0.311258,-0.349509,0.673182,-0.112008,-0.185368,G
806,-0.042522,0.007106,0.264078,-0.162546,-0.474083,-0.006326,-0.599393,0.62535,E
807,0.364825,0.36826,0.19295,-0.420406,-0.972381,0.069175,0.118375,0.344717,H
813,0.105604,-0.251983,0.466793,0.287084,0.06574,0.408929,0.036714,0.344717,A
814,-0.301743,0.352558,0.288973,1.638181,0.979286,0.673182,0.559939,1.155435,E
815,0.056229,-0.291239,0.239183,0.767954,0.937762,0.484429,-0.753261,-0.87136,A
817,-0.22768,0.289748,0.132491,-0.234783,1.311485,0.333428,-1.286931,-0.43482,E
819,0.364825,-0.149918,0.171611,0.04277,-0.349509,0.106925,0.313228,-0.684271,F
820,0.179667,-0.212727,0.132491,-1.306507,0.397939,0.786433,1.176282,0.687713,A
822,-0.104241,0.022808,0.377883,1.279945,1.062336,0.597681,0.327518,0.968347,X
823,0.31545,-0.047852,0.14316,-0.574788,0.439463,0.408929,-1.175759,0.032902,A
824,0.105604,-0.087108,0.367214,1.522618,0.107265,0.220177,1.777092,0.500624,A
826,0.167323,0.148427,0.278304,-0.289596,-0.557133,0.446679,-0.351109,0.438262,H
829,-0.054866,0.179832,0.239183,-1.170087,0.771662,0.295677,0.134645,0.562987,E
830,0.031541,0.203385,0.086258,0.045008,-0.058835,0.824183,0.555299,0.562987,F
833,-0.079554,0.187683,-0.070224,0.211236,0.522513,0.408929,-0.699752,0.095265,A
834,-0.030178,-0.220579,0.242739,1.988271,0.730137,0.408929,1.488559,0.562987,A
835,-0.22768,-0.503221,0.406334,-0.671732,0.979286,0.031425,0.210171,0.064084,E
837,0.15498,-0.3619,0.40989,-0.171945,-0.598658,0.144676,-0.219453,-0.278912,F
838,-0.116585,-0.212727,-0.027547,-0.927921,0.14879,0.748682,-0.344546,0.718895,E
839,-0.215336,-0.142067,0.096927,-0.184417,-0.141884,0.182426,-0.048811,0.500624,E
840,-0.00549,-0.660245,0.345875,-0.270589,-0.141884,-0.006326,-0.038754,-0.341275,A
841,0.09326,0.054213,0.374326,0.378926,-0.640182,0.446679,1.614546,0.874802,H
843,0.25373,-0.338346,0.352988,-1.154243,-0.972381,-0.195078,0.746386,0.126447,F
846,-0.054866,0.203385,0.05425,-0.028782,-0.806282,-0.006326,1.063012,0.500624,G
849,-0.00549,-0.259834,0.367214,-0.156667,0.190314,0.106925,-0.974654,-0.996086,F
850,-0.314087,-0.157769,0.043581,1.051505,0.190314,0.371178,0.479832,0.313536,E
851,0.019197,0.077766,0.349432,-0.356523,-1.22153,0.446679,0.530526,0.656532,H
852,0.130292,-0.126364,0.271191,0.816262,0.231839,0.295677,1.252643,0.562987,A
855,-0.215336,0.360409,0.096927,0.286189,-0.889332,-0.044076,-0.589899,-0.715453,F
856,-0.042522,0.540986,0.253409,-0.836378,0.480988,0.446679,0.657405,0.62535,A
857,0.09326,0.344707,0.14316,-0.026574,0.605563,0.52218,-0.548641,0.032902,G
861,-0.017834,0.132725,0.125378,1.357345,0.231839,0.371178,1.549407,0.126447,A
868,-0.277055,0.030659,0.441898,0.131866,0.190314,0.144676,-0.305114,0.126447,D
870,-0.301743,0.171981,0.285416,0.684706,1.519109,0.257927,1.703915,1.124254,X
871,-0.16596,-0.134216,0.256965,0.387041,-0.598658,0.182426,-0.133035,-0.43482,F
873,-0.116585,0.423218,0.086258,1.919136,-0.557133,0.295677,0.423643,0.62535,G
874,-0.017834,0.132725,0.125378,1.357345,0.190314,-0.195078,0.320897,-0.964905,A
875,0.043885,-0.157769,0.328093,0.552225,1.851308,0.597681,-1.076507,-0.123005,A
876,0.105604,0.10132,0.246296,0.08708,0.647088,-0.195078,-0.591006,-0.684271,A
877,0.105604,0.203385,-0.023991,0.995678,-0.058835,0.220177,0.815408,0.001721,A
878,-0.338774,-0.291239,0.520139,1.054429,0.356414,0.144676,1.635262,1.03071,E
879,0.192011,0.085618,0.278304,-1.347355,-1.263055,0.144676,0.03452,-0.466001,F
880,-0.00549,0.611647,0.022242,1.012179,0.813187,0.333428,0.323751,-0.372457,A
882,0.117948,-0.291239,0.306755,0.255993,0.439463,0.333428,-0.000117,-0.091823,A
884,0.105604,-0.09496,0.324537,0.557118,1.726734,0.220177,-0.631817,-0.091823,A
887,0.167323,0.226939,0.239183,-0.094813,-0.058835,0.748682,0.676296,-0.466001,A
888,-0.079554,-0.291239,0.388552,0.855618,-0.557133,-0.270579,-0.444206,-0.996086,F
890,-0.449869,-0.291239,0.434785,-0.068824,0.480988,0.52218,-0.569047,0.594169,E
891,0.130292,0.007106,0.239183,0.766194,-0.349509,0.295677,0.30653,-0.185368,A
892,0.179667,0.321153,0.242739,0.045844,-0.058835,0.069175,0.289871,0.095265,A
893,-0.22768,0.289748,-0.006209,0.395814,-0.01731,0.748682,0.05178,-0.43482,A
894,0.167323,0.117022,0.047137,-0.174809,-0.01731,0.106925,0.227082,0.282354,A
897,-0.00549,0.478177,0.029355,-0.247644,0.273364,0.597681,-0.246227,0.126447,A
900,0.019197,0.588093,0.260522,-1.348758,0.979286,0.484429,-0.600578,-0.278912,A
901,0.167323,0.226939,0.239183,-0.094813,0.522513,0.257927,0.079602,0.032902,A
902,0.15498,0.336855,0.068476,0.021525,-0.598658,0.106925,0.362349,0.095265,A
903,0.192011,0.509582,0.079145,1.072093,0.647088,0.710932,0.959314,0.438262,A
907,-0.054866,0.580242,0.032912,-0.016668,0.564038,0.673182,-0.336586,0.064084,A
910,-0.178304,0.014957,0.264078,0.582361,0.937762,-0.044076,-0.233432,-0.341275,A
912,-0.017834,-0.330495,0.488131,-0.183313,-0.681707,0.031425,0.35167,0.064084,F
913,-0.215336,-0.102811,0.360101,0.941284,-0.266459,-0.42158,1.363465,1.03071,E
917,0.056229,-0.063555,0.310311,-1.048885,-0.391033,0.106925,1.004747,0.18881,F
918,0.056229,0.486028,0.10404,-0.053338,0.397939,0.55993,-0.28298,0.500624,G
922,-0.215336,0.10132,0.235627,-0.280585,-1.470679,-0.044076,1.00265,0.562987,E
923,0.056229,0.124874,0.136047,0.14974,-0.806282,-0.38383,0.898642,0.781258,A
924,0.192011,-0.03215,0.249852,-0.418765,-0.474083,0.069175,-0.074575,0.001721,F
925,-0.042522,0.140576,0.089814,0.07231,1.560634,0.484429,-0.878742,-0.247731,A
928,-0.00549,0.305451,0.018686,-0.04009,-0.10036,0.069175,-0.617449,-0.964905,A
929,-0.116585,0.305451,0.036468,-0.41038,-1.013906,0.484429,0.082417,0.781258,H
930,0.15498,-0.3619,0.40989,-0.171945,-0.224934,0.257927,-0.304842,0.157628,F
932,0.25373,0.219088,0.14316,0.720541,-0.432558,0.144676,0.983506,-0.216549,A
934,0.019197,-0.040001,0.288973,-0.042597,0.314889,0.295677,-0.429644,-0.091823,F
935,0.09326,-0.385453,0.352988,0.546705,-0.10036,0.295677,0.873673,-0.029461,A
938,0.15498,-0.040001,0.363657,1.200934,0.771662,0.144676,0.911844,0.219991,A
939,0.105604,-0.377602,0.260522,0.107578,-0.474083,0.484429,0.551086,0.095265,F
940,0.080916,0.164129,0.19295,0.819007,0.439463,-0.081827,1.070837,-0.154186,A
942,0.290762,0.109171,-0.112901,0.221262,0.896237,0.635431,-0.445759,-0.65309,A
943,0.019197,0.619498,0.032912,-0.18385,-0.930856,0.371178,0.438399,0.874802,G
944,0.192011,-0.369751,0.278304,-0.659618,0.439463,-0.270579,-1.341236,-0.840179,F
946,0.179667,0.321153,0.242739,0.045844,-0.349509,0.786433,-0.676589,-0.933723,A
949,0.192011,-0.369751,0.278304,-0.659618,-1.055431,0.748682,-0.83531,-0.060642,F
950,-0.079554,0.187683,-0.070224,0.211236,0.107265,-0.006326,-0.279602,-0.060642,A
952,-0.079554,0.313302,0.139604,0.295528,0.06574,0.031425,0.173573,0.001721,A
955,-0.215336,-0.142067,0.096927,-0.184417,-0.681707,0.748682,-0.034327,0.344717,E
957,-0.030178,0.014957,0.264078,0.374062,-0.224934,-0.081827,0.328023,0.62535,A
958,0.056229,-0.09496,0.228514,-0.658066,0.231839,0.069175,-0.136006,-0.185368,F
961,0.179667,0.258344,0.189393,-0.133304,0.190314,0.371178,0.261234,0.812439,A
962,-0.116585,-0.212727,-0.027547,-0.927921,0.314889,0.257927,-0.834882,0.500624,E
965,0.266074,-0.134216,0.214288,-0.229323,-0.640182,-0.006326,0.700138,-0.029461,F
966,0.019197,-0.283388,0.214288,0.857677,-0.10036,0.144676,1.069769,0.438262,A
967,0.043885,0.274046,0.182281,0.095763,-0.930856,-0.232828,1.036801,-0.060642,F
969,-0.116585,0.305451,0.036468,-0.41038,-0.598658,0.031425,0.681693,1.03071,H
970,0.130292,0.007106,0.239183,0.766194,-0.349509,-0.044076,-0.099563,-0.621908,A
971,-0.042522,0.2976,0.079145,1.500568,0.771662,0.182426,0.100513,-0.65309,F
974,0.019197,-0.087108,0.384996,0.794958,0.730137,0.182426,0.023938,0.40708,A
975,-0.06721,-0.149918,0.32098,0.118589,0.06574,0.861934,0.076652,-0.123005,A
978,-0.054866,-0.220579,0.466793,-0.21697,1.186911,0.144676,-1.120367,-0.746634,D
980,0.043885,0.407516,-0.120014,0.281743,-0.058835,0.257927,-0.032075,-0.466001,A
986,-0.22768,0.289748,0.132491,-0.234783,-0.598658,0.52218,-0.057238,0.375899,E
988,-0.030178,-0.346197,0.235627,-1.08105,-0.889332,0.106925,-0.373611,0.968347,E
991,-0.128929,-0.322644,0.288973,0.764881,0.273364,-0.006326,0.12983,-0.091823,F
992,-0.054866,0.580242,0.032912,-0.016668,-0.183409,0.371178,0.679286,0.18881,A
993,-0.042522,0.007106,0.264078,-0.162546,-0.847807,0.371178,0.469425,1.280161,E
994,0.229043,-0.354049,0.182281,0.210878,0.107265,0.144676,0.253312,-0.372457,A
995,-0.091897,0.344707,0.182281,0.722749,1.145386,0.786433,-0.803003,0.095265,H
996,-0.00549,-0.322644,0.100483,-0.519439,-0.723232,-0.044076,-0.861657,0.375899,A
997,0.117948,-0.29909,0.473906,-0.204438,-1.013906,0.182426,0.689149,0.718895,A
998,-0.449869,-0.291239,0.434785,-0.068824,-0.307984,0.597681,0.789333,0.874802,E
1000,0.056229,-0.291239,0.239183,0.767954,0.397939,0.446679,0.598149,0.251173,A
1002,-0.104241,0.23479,0.214288,0.314028,-1.055431,0.144676,0.887905,0.905984,H
1003,0.229043,-0.22843,0.324537,-0.869141,-1.096956,-0.081827,0.285445,-0.216549,F
1004,-0.116585,0.281897,0.175168,-0.15249,-0.889332,-0.044076,-0.210697,0.001721,E
1005,0.377169,0.164129,0.139604,-0.241825,-0.681707,0.295677,-0.043705,0.001721,A
1006,0.340137,-0.29909,0.719297,-0.434818,-0.01731,0.220177,-0.667269,-0.372457,D
1007,0.216699,-0.291239,0.349432,0.50711,0.231839,0.408929,0.409237,0.313536,A
1008,-0.091897,0.344707,0.182281,0.722749,0.024215,0.408929,0.451718,1.093072,H
1010,0.056229,-0.016448,0.345875,-0.053786,-0.557133,0.295677,0.79741,0.313536,A
1011,0.130292,-0.157769,0.577041,-0.670986,-0.723232,0.597681,-0.550563,-0.403638,C
1012,-0.054866,-0.024299,0.079145,0.136282,0.771662,0.899684,-0.681675,-0.060642,F
1013,-0.215336,-0.102811,0.360101,0.941284,-0.847807,0.257927,1.888653,0.905984,E
1015,-0.141273,-0.244132,0.249852,0.593729,-0.474083,-0.006326,1.021425,0.095265,F
1018,-0.054866,0.203385,0.05425,-0.028782,-0.723232,0.144676,-0.033318,0.001721,G
1020,-0.16596,-0.267686,0.256965,0.051662,0.06574,0.333428,0.087524,-0.154186,A
1022,-0.252367,0.069915,0.246296,0.52355,-1.263055,0.106925,1.662812,0.968347,E
1024,0.15498,-0.3619,0.40989,-0.171945,-0.806282,-0.006326,0.010717,-0.247731,F
1026,0.056229,0.486028,0.10404,-0.053338,-0.266459,0.220177,-0.159984,0.656532,G
1031,-0.301743,-0.511072,0.463236,0.710665,0.730137,0.861934,0.757491,0.469443,E
1034,-0.314087,-0.236281,0.029355,0.460861,0.647088,0.069175,-0.485347,0.251173,A
1037,0.080916,-0.126364,0.360101,-0.587947,0.107265,0.333428,0.665346,0.251173,F
1043,0.080916,-0.244132,0.45968,0.426726,-0.10036,0.182426,0.608692,0.157628,A
1044,0.080916,0.588093,0.01513,0.00225,0.14879,0.710932,0.140703,-0.154186,F
1045,-0.104241,-0.338346,0.384996,-0.096275,-0.432558,0.748682,0.549339,1.03071,E
1047,-0.128929,-0.134216,0.264078,0.430695,0.14879,-0.270579,-0.955976,-0.964905,F
